id,url,resolution
7152041938114317569,https://v16-webapp.tiktok.com/507d6d62a9477350093eabd003bd62be/63b55a53/video/tos/alisg/tos-alisg-pve-0037/4152a75c0a8e4cacad9d1d344ae49e5f/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=2130&bt=1065&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=OmZnO2k8ZWlmZDg2OmdoM0BpM2R3Nzc6ZmtsZzMzODgzNEBfYi0uNTRgXzQxXjVhNGFhYSNkXy5icjRvZC1gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7150996817482648834,https://v16-webapp.tiktok.com/ed0110551cf840a2f893b466d73dfacb/63b55a5f/video/tos/alisg/tos-alisg-pve-0037/8433c79104f342e8b001c1720139bb79/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1520&bt=760&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=Zjs7MzY2ZDlnNzs6Zzc4OkBpajYzcWY6ZjxxZjMzODgzNEA2XmEvNWEvNmMxMmFgNDUxYSNlMHJocjQwMHJgLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7152046573680200962,https://v16-webapp.tiktok.com/c3b4bc939d1bac80afc85c15288cf34e/63b55a59/video/tos/alisg/tos-alisg-pve-0037/46a91612881043c6b57d4adc0481a2c7/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=4522&bt=2261&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=ZDRmZDk8MztlOmc4NWU3ZUBpMzNkdzc6ZnRsZzMzODgzNEAuM2M1MDYuNjMxLTU1YmNjYSNwM2NecjRnbC1gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7151689507740355841,https://v16-webapp.tiktok.com/1c24364af602b13e55cc046debaeee2b/63b55a5f/video/tos/alisg/tos-alisg-pve-0037/63fcef2e1de043b6ac60c8a86525bb44/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=3244&bt=1622&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=NDo8ZWQ7aDVlZTQ5aDc4OEBpMzp4c2Y6Zmd4ZjMzODgzNEAtYTUyMTEzXy4xMy00MzRgYSNibmwtcjRnY3NgLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7151730638440123649,https://v16-webapp.tiktok.com/a34654d37692a9f9d05f2a75e49e5176/63b55a4d/video/tos/alisg/tos-alisg-pve-0037/b9657cfbc85345e88ecc675aae323f1a/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=3876&bt=1938&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=aTVlN2k1Z2Y8OTszN2c5aEBpajhxdzc6ZjwzZzMzODgzNEAtNmM0NC9jNl8xM19iMTQyYSNzbGJecjRfbi1gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7171407414149827842,https://v16-webapp.tiktok.com/96fd50bae0063053b2e442d19123336d/63b55a50/video/tos/alisg/tos-alisg-pve-0037/oYKAqfA2QDFN2MwWRxhiAGoFjNIBUCxJzv9dhw/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=5012&bt=2506&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=PDY6ZDdkZzY7Z2Q5N2VmOkBpM3c6M2Y6ZjV5aDMzODgzNEAvYC0wYF5jNTYxMy81YDUzYSMwL21fcjRnXi9gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7157697023062314242,https://v16-webapp.tiktok.com/3857b6698413db6b704d42151f40cd27/63b55a7b/video/tos/alisg/tos-alisg-pve-0037/c129a6487f4d4fbc8ab8e12b972bd0ce/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=4088&bt=2044&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=MzZnaDNmZDtkMzc8ZTdlO0BpM3Y5ZTc6ZnVtZzMzODgzNEAuXjAxY18tX2AxYzMtX2EyYSNkcGA1cjQwcl5gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7183945280566480130,https://v16-webapp.tiktok.com/7ca6185e7da61060d783a4f66e8fa115/63b55a68/video/tos/alisg/tos-alisg-pve-0037/oofdfAgEQDSLp4HDPAHElnJCZojmgsPbAAWelr/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=1894&bt=947&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=ZTdlNDQ6ZGloNmdkNDZpZ0BpMzxxbjM6ZnE6aDMzODgzNEAzYV8wXl82XmMxXl8xYGI2YSMuYGwycjRfc21gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7159862123596713217,https://v16-webapp.tiktok.com/f9b1e2b539079f6ea3316870ec37c54b/63b55a5b/video/tos/alisg/tos-alisg-pve-0037/owi8MQDCxpAc44XcAJfhwgzJBrAKYbvUIdN7on/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=3340&bt=1670&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=ZjVlaDo8MzdpNWQ3NDRlOkBpM3J5cjw6ZjdpZzMzODgzNEAtYi5eXmFhNmMxYi5fXi9eYSMua2ZicjRnLWJgLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
7166204989336063234,https://v16-webapp.tiktok.com/9128c873eaf00927577b469b9bb3f8ce/63b55a5d/video/tos/alisg/tos-alisg-pve-0037/oQvDg5PTrEDaJQJAkmHhPLCAeewAZMOf5G2A4z/?a=1988&ch=0&cr=0&dr=0&lr=tiktok&cd=0%7C0%7C1%7C0&cv=1&br=756&bt=378&cs=0&ds=3&ft=4b~OyMwF8Zmo0QU6f64jVEHUPpWrKsdm&mime_type=video_mp4&qs=0&rc=O2k0ZDw5O2U7Njg4NmVoOkBpM2h5OTw6ZnJxZzMzODgzNEBjYF4vYGM0Ni4xNmM2NTFeYSMtbGNkcjQwZm1gLS1kLy1zcw%3D%3D&l=20230104045151E2EA209A4781A20D9F30&btag=80000,720p
